坐标,强度值
56.621,-238253000.0
56.6301,29713400.0
56.6393,-213120000.0
56.6485,474995000.0
56.6577,455267000.0
56.6669,-207479000.0
56.6761,-102317000.0
56.6853,-142835000.0
56.6945,431955000.0
56.7037,32663600.0
56.7129,-50138100.0
56.7221,-327208000.0
56.7313,111632000.0
56.7405,-225156000.0
56.7496,178410000.0
56.7588,8291330.0
56.768,-91205600.0
56.7772,-298715000.0
56.7864,-23752700.0
56.7956,-3741700.0
56.8048,232072000.0
56.814,407871000.0
56.8232,-106280000.0
56.8324,158086000.0
56.8416,-49205200.0
56.8508,-35854300.0
56.86,-6843390.0
56.8691,191778000.0
56.8783,248007000.0
56.8875,60990500.0
56.8967,227550000.0
56.9059,-146336000.0
56.9151,-67349500.0
56.9243,6482940.0
56.9335,-137204000.0
56.9427,-56773600.0
56.9519,107733000.0
56.9611,18294800.0
56.9703,-46538800.0
56.9795,-193176000.0
56.9886,377382000.0
56.9978,324981000.0
57.007,136697000.0
57.0162,-89886700.0
57.0254,224485000.0
57.0346,-87949300.0
57.0438,387900000.0
57.053,269706000.0
57.0622,-109630000.0
57.0714,80409600.0
57.0806,82358300.0
57.0898,-254957000.0
57.099,-37518300.0
57.1081,-184371000.0
57.1173,-138559000.0
57.1265,-45963300.0
57.1357,-39656400.0
57.1449,115944000.0
57.1541,-170756000.0
57.1633,1903620.0
57.1725,238983000.0
57.1817,142060000.0
57.1909,437872000.0
57.2001,281782000.0
57.2093,173003000.0
57.2185,143240000.0
57.2277,75357200.0
57.2368,-29755400.0
57.246,194828000.0
57.2552,23261200.0
57.2644,-79565800.0
57.2736,-142004000.0
57.2828,-69619700.0
57.292,-27401200.0
57.3012,-4342780.0
57.3104,-418614000.0
57.3196,-17464300.0
57.3288,-270700000.0
57.338,-255821000.0
57.3472,11141100.0
57.3563,-236732000.0
57.3655,-316984000.0
57.3747,77843500.0
57.3839,-213570000.0
57.3931,-394831000.0
57.4023,-208660000.0
57.4115,43629600.0
57.4207,183624000.0
57.4299,-232812000.0
57.4391,173407000.0
57.4483,-70901800.0
57.4575,-423041000.0
57.4667,70066200.0
57.4758,302165000.0
57.485,92333100.0
57.4942,-446327000.0
57.5034,-52699100.0
57.5126,-322358000.0
57.5218,-317388000.0
57.531,-15937500.0
57.5402,206926000.0
57.5494,-418036000.0
57.5586,-235143000.0
57.5678,-266346000.0
57.577,-62125100.0
57.5862,-373966000.0
57.5953,-248758000.0
57.6045,218022000.0
57.6137,32540700.0
57.6229,-281795000.0
57.6321,-375297000.0
57.6413,-71890900.0
57.6505,197569000.0
57.6597,54683600.0
57.6689,125506000.0
57.6781,88281100.0
57.6873,308227000.0
57.6965,-20120600.0
57.7057,-401780000.0
57.7148,152743000.0
57.724,149024000.0
57.7332,-59578400.0
57.7424,21440500.0
57.7516,174148000.0
57.7608,-149555000.0
57.77,-598835000.0
57.7792,-2812930.0
57.7884,139554000.0
57.7976,21849100.0
57.8068,-74481700.0
57.816,-22163500.0
57.8252,247181000.0
57.8344,-154717000.0
57.8435,48131100.0
57.8527,-228538000.0
57.8619,35003400.0
57.8711,189932000.0
57.8803,-281200000.0
57.8895,309931000.0
57.8987,-344685000.0
57.9079,-207039000.0
57.9171,-303872000.0
57.9263,16376800.0
57.9355,-138159000.0
57.9447,13210600.0
57.9539,118032000.0
57.963,-93169700.0
57.9722,92223500.0
57.9814,51930100.0
57.9906,109703000.0
57.9998,-176090000.0
58.009,103383000.0
58.0182,228645000.0
58.0274,413604000.0
58.0366,-192548000.0
58.0458,105478000.0
58.055,-87540700.0
58.0642,-20197400.0
58.0734,-16427000.0
58.0825,-104824000.0
58.0917,-279718000.0
58.1009,199152000.0
58.1101,-85421100.0
58.1193,232994000.0
58.1285,480921000.0
58.1377,80189400.0
58.1469,-406396000.0
58.1561,348065000.0
58.1653,-149332000.0
58.1745,-153462000.0
58.1837,-132910000.0
58.1929,-116949000.0
58.202,-436241000.0
58.2112,621568.0
58.2204,-78596100.0
58.2296,-25578500.0
58.2388,-282365000.0
58.248,-465911000.0
58.2572,-396989000.0
58.2664,29638700.0
58.2756,196640000.0
58.2848,69807100.0
58.294,302175000.0
58.3032,401848000.0
58.3124,462404000.0
58.3215,322373000.0
58.3307,175489000.0
58.3399,-6640640.0
58.3491,105482000.0
58.3583,-351902000.0
58.3675,-206353000.0
58.3767,-111949000.0
58.3859,227066000.0
58.3951,-166946000.0
58.4043,-13018100.0
58.4135,-48787500.0
58.4227,228793000.0
58.4319,486993000.0
58.4411,558051000.0
58.4502,343420000.0
58.4594,118238000.0
58.4686,286257000.0
58.4778,172353000.0
58.487,-273224000.0
58.4962,-316586000.0
58.5054,-194889000.0
58.5146,-39334900.0
58.5238,1390590.0
58.533,125857000.0
58.5422,-67814400.0
58.5514,152218000.0
58.5606,-57479200.0
58.5697,-253875000.0
58.5789,286769000.0
58.5881,153060000.0
58.5973,189599000.0
58.6065,161969000.0
58.6157,-182445000.0
58.6249,-137444000.0
58.6341,-284914000.0
58.6433,-113314000.0
58.6525,190050000.0
58.6617,187292000.0
58.6709,78258200.0
58.6801,-410751000.0
58.6892,-105529000.0
58.6984,-325565000.0
58.7076,-444626000.0
58.7168,-144677000.0
58.726,200102000.0
58.7352,-86795300.0
58.7444,-122889000.0
58.7536,-60783600.0
58.7628,122012000.0
58.772,-93618200.0
58.7812,-171598000.0
58.7904,-64287700.0
58.7996,-95181800.0
58.8087,-145530000.0
58.8179,-415230000.0
58.8271,-471502000.0
58.8363,-502802000.0
58.8455,-302208000.0
58.8547,-134541000.0
58.8639,-104038000.0
58.8731,-177931000.0
58.8823,-193442000.0
58.8915,-27361300.0
58.9007,253802000.0
58.9099,154637000.0
58.9191,211997000.0
58.9282,254220000.0
58.9374,243280000.0
58.9466,-46575600.0
58.9558,-349236000.0
58.965,-319895000.0
58.9742,-184781000.0
58.9834,-29387800.0
58.9926,-531824000.0
59.0018,-199789000.0
59.011,-142592000.0
59.0202,79131600.0
59.0294,-22361100.0
59.0386,-39484400.0
59.0478,-209040000.0
59.0569,53198800.0
59.0661,81439700.0
59.0753,142698000.0
59.0845,168857000.0
59.0937,-201402000.0
59.1029,40649700.0
59.1121,365127000.0
59.1213,276168000.0
59.1305,264252000.0
59.1397,131211000.0
59.1489,121893000.0
59.1581,27552800.0
59.1673,92284900.0
59.1764,58281000.0
59.1856,-53899300.0
59.1948,-54734800.0
59.204,255929000.0
59.2132,-98824200.0
59.2224,141310000.0
59.2316,81516500.0
59.2408,-128876000.0
59.25,-88300500.0
59.2592,11971600.0
59.2684,-446956000.0
59.2776,-130261000.0
59.2868,-137476000.0
59.2959,-107773000.0
59.3051,288437000.0
59.3143,320567000.0
59.3235,29483000.0
59.3327,-128080000.0
59.3419,227236000.0
59.3511,419711000.0
59.3603,138626000.0
59.3695,71397400.0
59.3787,32752600.0
59.3879,-29271000.0
59.3971,191821000.0
59.4063,302686000.0
59.4154,-208185000.0
59.4246,-504445000.0
59.4338,-261505000.0
59.443,52973600.0
59.4522,23553000.0
59.4614,104569000.0
59.4706,382771000.0
59.4798,345082000.0
59.489,200166000.0
59.4982,290461000.0
59.5074,-173355000.0
59.5166,-629230000.0
59.5258,-531898000.0
59.5349,-120229000.0
59.5441,2819070.0
59.5533,-141743000.0
59.5625,-329919000.0
59.5717,-245663000.0
59.5809,-127175000.0
59.5901,-84601900.0
59.5993,-92179500.0
59.6085,308596000.0
59.6177,455049000.0
59.6269,101680000.0
59.6361,92162000.0
59.6453,-135783000.0
59.6545,-177986000.0
59.6636,-70703100.0
59.6728,-188026000.0
59.682,-11242500.0
59.6912,204761000.0
59.7004,-109320000.0
59.7096,141847000.0
59.7188,39541800.0
59.728,295310000.0
59.7372,-70432800.0
59.7464,-127074000.0
59.7556,87202800.0
59.7648,96340000.0
59.774,10941400.0
59.7831,-23395300.0
59.7923,-368395000.0
59.8015,139159000.0
59.8107,2239490.0
59.8199,-150569000.0
59.8291,-47756300.0
59.8383,-68831200.0
59.8475,-365246000.0
59.8567,-196281000.0
59.8659,-310567000.0
59.8751,266856000.0
59.8843,-340446000.0
59.8935,-110333000.0
59.9026,-100701000.0
59.9118,86271000.0
59.921,133443000.0
59.9302,-510694000.0
59.9394,-86913000.0
59.9486,-628736.0
59.9578,-272373000.0
59.967,-14147600.0
59.9762,-127419000.0
59.9854,-9210880.0
59.9946,442685000.0
60.0038,-189203000.0
60.013,-77271000.0
60.0221,-131503000.0
60.0313,346896000.0
60.0405,191348000.0
60.0497,-19217400.0
60.0589,-9197570.0
60.0681,155450000.0
60.0773,369415000.0
60.0865,252217000.0
60.0957,-384722000.0
60.1049,-391790000.0
60.1141,126372000.0
60.1233,105857000.0
60.1325,553356000.0
60.1416,92799000.0
60.1508,-294717000.0
60.16,-526032000.0
60.1692,152924000.0
60.1784,409275000.0
60.1876,121866000.0
60.1968,262389000.0
60.206,-121677000.0
60.2152,-111752000.0
60.2244,-128298000.0
60.2336,-130546000.0
60.2428,-5594110.0
60.252,-261526000.0
60.2612,-211386000.0
60.2703,-192429000.0
60.2795,183402000.0
60.2887,191877000.0
60.2979,118294000.0
60.3071,-62722000.0
60.3163,289945000.0
60.3255,271642000.0
60.3347,16182300.0
60.3439,26668000.0
60.3531,-117529000.0
60.3623,-202169000.0
60.3715,31859700.0
60.3807,-8494080.0
60.3898,344803000.0
60.399,-143161000.0
60.4082,99511300.0
60.4174,97087500.0
60.4266,-407373000.0
60.4358,-211124000.0
60.445,-19483600.0
60.4542,-144944000.0
60.4634,-78596100.0
60.4726,342545000.0
60.4818,218503000.0
60.491,346992000.0
60.5002,491855000.0
60.5093,-117320000.0
60.5185,-246171000.0
60.5277,-377745000.0
60.5369,103955000.0
60.5461,-153331000.0
60.5553,10709000.0
60.5645,-59401200.0
60.5737,117663000.0
60.5829,208315000.0
60.5921,224708000.0
60.6013,-201238000.0
60.6105,-130265000.0
60.6197,34619400.0
60.6288,811930000.0
60.638,573472000.0
60.6472,352688000.0
60.6564,160949000.0
60.6656,-96141300.0
60.6748,-83257300.0
60.684,167766000.0
60.6932,126208000.0
60.7024,170796000.0
60.7116,81094700.0
60.7208,-28865500.0
60.73,159372000.0
60.7392,403674000.0
60.7483,247718000.0
60.7575,-86068200.0
60.7667,76699600.0
60.7759,344723000.0
60.7851,320033000.0
60.7943,409457000.0
60.8035,185710000.0
60.8127,258604000.0
60.8219,-33091600.0
60.8311,-272731000.0
60.8403,57179100.0
60.8495,213339000.0
60.8587,113777000.0
60.8679,-35108900.0
60.877,-157038000.0
60.8862,-76525600.0
60.8954,297812000.0
60.9046,226447000.0
60.9138,-176571000.0
60.923,-38826000.0
60.9322,-326903000.0
60.9414,21876700.0
60.9506,275820000.0
60.9598,201307000.0
60.969,251260000.0
60.9782,-97534000.0
60.9874,61154300.0
60.9965,-139101000.0
61.0057,-467993000.0
61.0149,544376000.0
61.0241,385261000.0
61.0333,-117936000.0
61.0425,-89492500.0
61.0517,-144307000.0
61.0609,-13252600.0
61.0701,227395000.0
61.0793,-25854000.0
61.0885,-190338000.0
61.0977,-335589000.0
61.1069,-401332000.0
61.116,-321202000.0
61.1252,-177987000.0
61.1344,93217800.0
61.1436,206759000.0
61.1528,125898000.0
61.162,-383807000.0
61.1712,-136073000.0
61.1804,-467744000.0
61.1896,-247984000.0
61.1988,-226790000.0
61.208,-29902800.0
61.2172,16837600.0
61.2264,-245979000.0
61.2355,52243500.0
61.2447,123353000.0
61.2539,611231000.0
61.2631,125412000.0
61.2723,12796900.0
61.2815,115191000.0
61.2907,94763000.0
61.2999,95102000.0
61.3091,391902000.0
61.3183,127573000.0
61.3275,-86158300.0
61.3367,245158000.0
61.3459,166931000.0
61.355,-189260000.0
61.3642,-139717000.0
61.3734,52134900.0
61.3826,268348000.0
61.3918,286362000.0
61.401,91096100.0
61.4102,-51020800.0
61.4194,-131679000.0
61.4286,238066000.0
61.4378,507247000.0
61.447,255041000.0
61.4562,65597400.0
61.4654,-141312000.0
61.4746,-345419000.0
61.4837,-126228000.0
61.4929,75533300.0
61.5021,-105312000.0
61.5113,-266828000.0
61.5205,22944800.0
61.5297,-386885000.0
61.5389,-85648400.0
61.5481,-142942000.0
61.5573,159846000.0
61.5665,439141000.0
61.5757,-44766200.0
61.5849,-379684000.0
61.5941,-143706000.0
61.6032,-114874000.0
61.6124,-41667600.0
61.6216,26290200.0
61.6308,-232149000.0
61.64,-123131000.0
61.6492,300376000.0
61.6584,182401000.0
61.6676,-225085000.0
61.6768,17566700.0
61.686,139209000.0
61.6952,-364558000.0
61.7044,-99990500.0
61.7136,-211318000.0
61.7227,-199540000.0
61.7319,-190986000.0
61.7411,-116671000.0
61.7503,100360000.0
61.7595,-25995300.0
61.7687,195860000.0
61.7779,203152000.0
61.7871,149666000.0
61.7963,280689000.0
61.8055,210951000.0
61.8147,205224000.0
61.8239,12288000.0
61.8331,-52139000.0
61.8422,68917200.0
61.8514,-28475400.0
61.8606,64995300.0
61.8698,-424390000.0
61.879,-35416100.0
61.8882,129245000.0
61.8974,-240956000.0
61.9066,-137370000.0
61.9158,-42343400.0
61.925,20130800.0
61.9342,213336000.0
61.9434,129187000.0
61.9526,137567000.0
61.9617,490878000.0
61.9709,215952000.0
61.9801,-127074000.0
61.9893,-88473600.0
61.9985,-22302700.0
62.0077,245208000.0
62.0169,214795000.0
62.0261,70244400.0
62.0353,483608000.0
62.0445,185726000.0
62.0537,-46824400.0
62.0629,629246000.0
62.0721,282526000.0
62.0813,23400400.0
62.0904,-9943040.0
62.0996,210192000.0
62.1088,924672.0
62.118,-6546430.0
62.1272,-59781100.0
62.1364,240110000.0
62.1456,148910000.0
62.1548,-150890000.0
62.164,-503122000.0
62.1732,-333235000.0
62.1824,-313950000.0
62.1916,-361512000.0
62.2008,-105012000.0
62.2099,-63600600.0
62.2191,-66716700.0
62.2283,28923900.0
62.2375,83151900.0
62.2467,95576100.0
62.2559,221679000.0
62.2651,-26411000.0
62.2743,-34762800.0
62.2835,89074700.0
62.2927,97239000.0
62.3019,232808000.0
62.3111,-33422300.0
62.3203,-52913200.0
62.3294,-21900300.0
62.3386,-207773000.0
62.3478,151245000.0
62.357,-62948400.0
62.3662,-15334400.0
62.3754,171131000.0
62.3846,5073920.0
62.3938,113555000.0
62.403,-226505000.0
62.4122,-6735870.0
62.4214,199042000.0
62.4306,-25468900.0
62.4398,69095400.0
62.4489,81808400.0
62.4581,-101462000.0
62.4673,-305083000.0
62.4765,9512960.0
62.4857,-536810000.0
62.4949,-410020000.0
62.5041,-294256000.0
62.5133,-12767200.0
62.5225,-217908000.0
62.5317,158738000.0
62.5409,-40545300.0
62.5501,174302000.0
62.5593,-151310000.0
62.5684,22102000.0
62.5776,-182560000.0
62.5868,-173297000.0
62.596,-78746600.0
62.6052,161359000.0
62.6144,-225967000.0
62.6236,-96238600.0
62.6328,-25779200.0
62.642,276904000.0
62.6512,-111612000.0
62.6604,-45114400.0
62.6696,275214000.0
62.6788,37199900.0
62.688,-109955000.0
62.6971,127834000.0
62.7063,139277000.0
62.7155,-207217000.0
62.7247,3256320.0
62.7339,165703000.0
62.7431,133114000.0
62.7523,-39990300.0
62.7615,-36964400.0
62.7707,-361591000.0
62.7799,-379350000.0
62.7891,83964900.0
62.7983,193792000.0
62.8075,308646000.0
62.8166,16444400.0
62.8258,-125899000.0
62.835,105595000.0
62.8442,171052000.0
62.8534,221868000.0
62.8626,-107297000.0
62.8718,-162089000.0
62.881,-91544600.0
62.8902,409998000.0
62.8994,-178445000.0
62.9086,-20702200.0
62.9178,263542000.0
62.927,144916000.0
62.9361,-6512640.0
62.9453,42547200.0
62.9545,-90359800.0
62.9637,163608000.0
62.9729,274337000.0
62.9821,469468000.0
62.9913,568656000.0
63.0005,151235000.0
63.0097,-133078000.0
63.0189,368070000.0
63.0281,-33786900.0
63.0373,-226471000.0
63.0465,-11938800.0
63.0556,-17265700.0
63.0648,-107731000.0
63.074,-529104000.0
63.0832,-163615000.0
63.0924,192390000.0
63.1016,-233642000.0
63.1108,41763800.0
63.12,73169900.0
63.1292,-201896000.0
63.1384,-98952200.0
63.1476,-78755800.0
63.1568,-271472000.0
63.166,-133513000.0
63.1751,253279000.0
63.1843,61122600.0
63.1935,111561000.0
63.2027,-306790000.0
63.2119,-158453000.0
63.2211,-61383700.0
63.2303,91183100.0
63.2395,-68562900.0
63.2487,30645200.0
63.2579,35173400.0
63.2671,-217301000.0
63.2763,-71508000.0
63.2855,308220000.0
63.2947,5993470.0
63.3038,-256788000.0
63.313,-354059000.0
63.3222,285588000.0
63.3314,-287754000.0
63.3406,-294026000.0
63.3498,-8901630.0
63.359,-20066300.0
63.3682,-227165000.0
63.3774,-143438000.0
63.3866,18249700.0
63.3958,123583000.0
63.405,177386000.0
63.4142,-350745000.0
63.4233,-173286000.0
63.4325,-52770800.0
63.4417,-225970000.0
63.4509,85527600.0
63.4601,19524600.0
63.4693,33933300.0
63.4785,-120490000.0
63.4877,244873000.0
63.4969,-250537000.0
63.5061,466610000.0
63.5153,519140000.0
63.5245,282287000.0
63.5337,-442074000.0
63.5428,-257610000.0
63.552,-43999200.0
63.5612,-242269000.0
63.5704,239972000.0
63.5796,43532300.0
63.5888,-161099000.0
63.598,-25942000.0
63.6072,-121640000.0
63.6164,-167586000.0
63.6256,819200.0
63.6348,101255000.0
63.644,119466000.0
63.6532,85208100.0
63.6623,-447092000.0
63.6715,142568000.0
63.6807,50023400.0
63.6899,59749400.0
63.6991,253203000.0
63.7083,-82663400.0
63.7175,217422000.0
63.7267,481977000.0
63.7359,433477000.0
63.7451,436696000.0
63.7543,34960400.0
63.7635,-143500000.0
63.7727,71870500.0
63.7818,63866900.0
63.791,-150423000.0
63.8002,16522200.0
63.8094,-33805300.0
63.8186,-129801000.0
63.8278,307671000.0
63.837,-56186900.0
63.8462,-242183000.0
63.8554,-236580000.0
63.8646,23029800.0
63.8738,-340809000.0
63.883,102903000.0
63.8922,-166093000.0
63.9014,-551057000.0
63.9105,-167854000.0
63.9197,11258900.0
63.9289,82123800.0
63.9381,-30563300.0
63.9473,97344500.0
63.9565,73142300.0
63.9657,86358000.0
63.9749,222597000.0
63.9841,3213310.0
63.9933,315535000.0
64.0025,79917100.0
64.0117,29018100.0
64.0209,-35734500.0
64.03,166685000.0
64.0392,-283190000.0
64.0484,-276454000.0
64.0576,-90005500.0
64.0668,-181439000.0
64.076,-316362000.0
64.0852,132731000.0
64.0944,-288910000.0
64.1036,-290282000.0
64.1128,-100585000.0
64.122,429326000.0
64.1312,-127451000.0
64.1404,139176000.0
64.1495,99841000.0
64.1587,346679000.0
64.1679,56124400.0
64.1771,-106836000.0
64.1863,140021000.0
64.1955,-446605000.0
64.2047,215990000.0
64.2139,138211000.0
64.2231,274127000.0
64.2323,6277120.0
64.2415,142833000.0
64.2507,109414000.0
64.2599,-503356000.0
64.269,118267000.0
64.2782,265440000.0
64.2874,-49099800.0
64.2966,23579600.0
64.3058,69156900.0
64.315,-44574700.0
64.3242,-59446300.0
64.3334,-239110000.0
64.3426,476170000.0
64.3518,473583000.0
64.361,-226589000.0
64.3702,-215556000.0
64.3794,122142000.0
64.3885,40114200.0
64.3977,-15935500.0
64.4069,342666000.0
64.4161,-211442000.0
64.4253,238902000.0
64.4345,236633000.0
64.4437,34792400.0
64.4529,15311900.0
64.4621,135226000.0
64.4713,603996000.0
64.4805,115853000.0
64.4897,-108567000.0
64.4989,-71412700.0
64.5081,168271000.0
64.5172,485746000.0
64.5264,132424000.0
64.5356,5519360.0
64.5448,11172900.0
64.554,477640000.0
64.5632,501391000.0
64.5724,-14789600.0
64.5816,163049000.0
64.5908,-47562800.0
64.6,-50803700.0
64.6092,-270199000.0
64.6184,22112300.0
64.6276,183802000.0
64.6367,36228100.0
64.6459,269171000.0
64.6551,327305000.0
64.6643,321288000.0
64.6735,-105924000.0
64.6827,21140500.0
64.6919,-323081000.0
64.7011,-111079000.0
64.7103,-259843000.0
64.7195,220724000.0
64.7287,-105678000.0
64.7379,-455543000.0
64.7471,186159000.0
64.7562,33464300.0
64.7654,-163084000.0
64.7746,52025300.0
64.7838,33616900.0
64.793,8127490.0
64.8022,-145603000.0
64.8114,-164827000.0
64.8206,139356000.0
64.8298,257401000.0
64.839,8214530.0
64.8482,434797000.0
64.8574,277809000.0
64.8666,163101000.0
64.8757,-57691100.0
64.8849,-91161600.0
64.8941,-66554900.0
64.9033,-12945400.0
64.9125,68218900.0
64.9217,101513000.0
64.9309,-689806000.0
64.9401,-404471000.0
64.9493,-310093000.0
64.9585,-416766000.0
64.9677,14646300.0
64.9769,51634200.0
64.9861,-136408000.0
64.9952,-353007000.0
65.0044,-293465000.0
65.0136,-284432000.0
65.0228,-223249000.0
65.032,2653180.0
65.0412,55859200.0
65.0504,-114158000.0
65.0596,-307106000.0
65.0688,-89045000.0
65.078,-11706400.0
65.0872,-415317000.0
65.0964,-231446000.0
65.1056,-179470000.0
65.1148,66680800.0
65.1239,-58773500.0
65.1331,51991600.0
65.1423,124962000.0
65.1515,-90872800.0
65.1607,-20505600.0
65.1699,-141843000.0
65.1791,-378769000.0
65.1883,-380934000.0
65.1975,56072200.0
65.2067,215514000.0
65.2159,165565000.0
65.2251,27622400.0
65.2343,32146400.0
65.2434,118561000.0
65.2526,109253000.0
65.2618,184020000.0
65.271,88204300.0
65.2802,8797180.0
65.2894,-271410000.0
65.2986,-263661000.0
65.3078,144459000.0
65.317,266313000.0
65.3262,278097000.0
65.3354,52623400.0
65.3446,186539000.0
65.3538,-471606000.0
65.3629,-610611000.0
65.3721,-24329200.0
65.3813,58070000.0
65.3905,220430000.0
65.3997,136681000.0
65.4089,55985200.0
65.4181,102917000.0
65.4273,-318103000.0
65.4365,-216923000.0
65.4457,-84615200.0
65.4549,-16643100.0
65.4641,131020000.0
65.4733,211919000.0
65.4824,404669000.0
65.4916,-10369000.0
65.5008,104972000.0
65.51,207120000.0
65.5192,176122000.0
65.5284,-235742000.0
65.5376,-72586200.0
65.5468,-139996000.0
65.556,124426000.0
65.5652,-55313400.0
65.5744,-104311000.0
65.5836,-431793000.0
65.5928,-340810000.0
65.6019,-70189100.0
65.6111,26168300.0
65.6203,-245768000.0
65.6295,391973000.0
65.6387,189246000.0
65.6479,79011800.0
65.6571,225847000.0
65.6663,78927900.0
65.6755,132410000.0
65.6847,25751600.0
65.6939,376558000.0
65.7031,254067000.0
65.7123,211573000.0
65.7215,102048000.0
65.7306,125548000.0
65.7398,-188954000.0
65.749,75802600.0
65.7582,59844600.0
65.7674,-4849660.0
65.7766,-166360000.0
65.7858,-159609000.0
65.795,292071000.0
65.8042,408650000.0
65.8134,503853000.0
65.8226,91531300.0
65.8318,55888900.0
65.841,65785900.0
65.8501,-278111000.0
65.8593,-148598000.0
65.8685,254523000.0
65.8777,-286584000.0
65.8869,-349780000.0
65.8961,-193760000.0
65.9053,154423000.0
65.9145,-55595000.0
65.9237,-484790000.0
65.9329,-143543000.0
65.9421,-370307000.0
65.9513,-298656000.0
65.9605,-58914800.0
65.9696,-114780000.0
65.9788,-15829000.0
65.988,264647000.0
65.9972,-62853100.0
66.0064,226472000.0
66.0156,-107815000.0
66.0248,190681000.0
66.034,-118936000.0
66.0432,258828000.0
66.0524,419769000.0
66.0616,-133039000.0
66.0708,273567000.0
66.08,-165351000.0
66.0891,-236095000.0
66.0983,-2646020.0
66.1075,270772000.0
66.1167,276807000.0
66.1259,243564000.0
66.1351,307194000.0
66.1443,84754400.0
66.1535,89228300.0
66.1627,-3089410.0
66.1719,68705300.0
66.1811,11459600.0
66.1903,106824000.0
66.1995,-273404000.0
66.2086,-162616000.0
66.2178,-38402000.0
66.227,-219766000.0
66.2362,-492922000.0
66.2454,128050000.0
66.2546,42362900.0
66.2638,-93661200.0
66.273,89360400.0
66.2822,167219000.0
66.2914,-232388000.0
66.3006,-209244000.0
66.3098,73774100.0
66.319,281583000.0
66.3282,309590000.0
66.3373,-194401000.0
66.3465,138107000.0
66.3557,-68755500.0
66.3649,52950000.0
66.3741,-212262000.0
66.3833,-194054000.0
66.3925,202181000.0
66.4017,-178702000.0
66.4109,375500000.0
66.4201,188145000.0
66.4293,102837000.0
66.4385,-317426000.0
66.4477,80973800.0
66.4568,26143700.0
66.466,286890000.0
66.4752,95100900.0
66.4844,-180505000.0
66.4936,-70556700.0
66.5028,-369369000.0
66.512,-44400600.0
66.5212,290422000.0
66.5304,116729000.0
66.5396,-101452000.0
66.5488,-40781800.0
66.558,146151000.0
66.5672,282233000.0
66.5763,-98884600.0
66.5855,105690000.0
66.5947,-107617000.0
66.6039,-561874000.0
66.6131,-21012500.0
66.6223,113903000.0
66.6315,386072000.0
66.6407,81316900.0
66.6499,428562000.0
66.6591,-3875840.0
66.6683,118227000.0
66.6775,-311845000.0
66.6867,31385600.0
66.6958,110934000.0
66.705,12734500.0
66.7142,-51627000.0
66.7234,-310038000.0
66.7326,-121812000.0
66.7418,-103239000.0
66.751,-85776400.0
66.7602,32310300.0
66.7694,39724000.0
66.7786,-167837000.0
66.7878,292864.0
66.797,29047800.0
66.8062,-92376100.0
66.8153,-332466000.0
66.8245,118495000.0
66.8337,314779000.0
66.8429,-87548900.0
66.8521,-246286000.0
66.8613,-90931200.0
66.8705,-179364000.0
66.8797,-404641000.0
66.8889,47799300.0
66.8981,-10053600.0
66.9073,-664753000.0
66.9165,-60323800.0
66.9257,-397536000.0
66.9349,-605278000.0
66.944,73991200.0
66.9532,-168220000.0
66.9624,-49623000.0
66.9716,-149625000.0
66.9808,-246380000.0
66.99,61860900.0
66.9992,98175000.0
67.0084,-38530000.0
67.0176,149809000.0
67.0268,106412000.0
67.036,243995000.0
67.0452,190518000.0
67.0544,-195649000.0
67.0635,35265500.0
67.0727,-75774000.0
67.0819,115764000.0
67.0911,-156709000.0
67.1003,-263347000.0
67.1095,9939970.0
67.1187,86295600.0
67.1279,272573000.0
67.1371,-74351600.0
67.1463,-70177800.0
67.1555,-18305000.0
67.1647,129921000.0
67.1739,246541000.0
67.183,46357500.0
67.1922,-233541000.0
67.2014,44994600.0
67.2106,110417000.0
67.2198,40430600.0
67.229,284888000.0
67.2382,316248000.0
67.2474,38266900.0
67.2566,-137828000.0
67.2658,-425404000.0
67.275,-296024000.0
67.2842,34076700.0
67.2934,-130700000.0
67.3025,-571646000.0
67.3117,-626051000.0
67.3209,-28796900.0
67.3301,-166917000.0
67.3393,-171942000.0
67.3485,-262503000.0
67.3577,179372000.0
67.3669,47860700.0
67.3761,8911870.0
67.3853,38470700.0
67.3945,171236000.0
67.4037,100671000.0
67.4129,52558800.0
67.422,248021000.0
67.4312,196393000.0
67.4404,203578000.0
67.4496,-111416000.0
67.4588,81423400.0
67.468,349712000.0
67.4772,211539000.0
67.4864,225565000.0
67.4956,-311487000.0
67.5048,109290000.0
67.514,125361000.0
67.5232,-246792000.0
67.5324,16902100.0
67.5416,116184000.0
67.5507,-32153600.0
67.5599,-153808000.0
67.5691,-390063000.0
67.5783,-69740500.0
67.5875,-258330000.0
67.5967,-156695000.0
67.6059,-212756000.0
67.6151,-154345000.0
67.6243,-216086000.0
67.6335,-245633000.0
67.6427,-48673800.0
67.6519,-205881000.0
67.6611,147396000.0
67.6702,206835000.0
67.6794,298241000.0
67.6886,-276664000.0
67.6978,36867100.0
67.707,233315000.0
67.7162,324481000.0
67.7254,15419400.0
67.7346,157543000.0
67.7438,-356513000.0
67.753,-303809000.0
67.7622,81377300.0
67.7714,137358000.0
67.7806,451033000.0
67.7897,321439000.0
67.7989,-14005200.0
67.8081,-137363000.0
67.8173,278727000.0
67.8265,-165413000.0
67.8357,-121061000.0
67.8449,-75391000.0
67.8541,-193917000.0
67.8633,-114183000.0
67.8725,64414700.0
67.8817,-121011000.0
67.8909,41434100.0
