坐标,强度值
98.327,-37284900.0
98.3362,386522000.0
98.3454,363784000.0
98.3546,-153116000.0
98.3637,-52727800.0
98.3729,-207962000.0
98.3821,243425000.0
98.3913,-169887000.0
98.4005,-218801000.0
98.4097,-377159000.0
98.4189,-95801300.0
98.4281,-416121000.0
98.4373,-326438000.0
98.4465,-347428000.0
98.4557,-106394000.0
98.4649,240776000.0
98.4741,421404000.0
98.4833,417424000.0
98.4924,162769000.0
98.5016,-77891600.0
98.5108,-120332000.0
98.52,-196532000.0
98.5292,-336037000.0
98.5384,-364811000.0
98.5476,-169455000.0
98.5568,258366000.0
98.566,306994000.0
98.5752,-4305920.0
98.5844,282306000.0
98.5936,-89040900.0
98.6028,48510000.0
98.6119,-48470000.0
98.6211,-16590800.0
98.6303,-90874900.0
98.6395,-250301000.0
98.6487,11082800.0
98.6579,244599000.0
98.6671,-5052420.0
98.6763,325121000.0
98.6855,-7068670.0
98.6947,-133621000.0
98.7039,-108996000.0
98.7131,9297920.0
98.7223,-357530000.0
98.7314,-232097000.0
98.7406,-460989000.0
98.7498,-209023000.0
98.759,117048000.0
98.7682,134516000.0
98.7774,483712000.0
98.7866,149691000.0
98.7958,401783000.0
98.805,268469000.0
98.8142,-145821000.0
98.8234,-317184000.0
98.8326,-395693000.0
98.8418,-152351000.0
98.8509,-254379000.0
98.8601,-475961000.0
98.8693,-181199000.0
98.8785,-53893100.0
98.8877,-78322700.0
98.8969,116679000.0
98.9061,-5408770.0
98.9153,-433776000.0
98.9245,14578700.0
98.9337,81947600.0
98.9429,486988000.0
98.9521,120108000.0
98.9613,-126401000.0
98.9704,-151314000.0
98.9796,260661000.0
98.9888,-39275500.0
98.998,-86792200.0
99.0072,32440300.0
99.0164,23000100.0
99.0256,78967800.0
99.0348,224985000.0
99.044,237568000.0
99.0532,192199000.0
99.0624,-123341000.0
99.0716,-54998000.0
99.0808,230317000.0
99.09,-205603000.0
99.0991,-36984800.0
99.1083,81507300.0
99.1175,-245510000.0
99.1267,43753500.0
99.1359,17390600.0
99.1451,-9677820.0
99.1543,78881800.0
99.1635,74886100.0
99.1727,149044000.0
99.1819,228977000.0
99.1911,-132374000.0
99.2003,-180778000.0
99.2095,205666000.0
99.2186,218976000.0
99.2278,-337840000.0
99.237,104705000.0
99.2462,409265000.0
99.2554,172571000.0
99.2646,150786000.0
99.2738,187494000.0
99.283,281405000.0
99.2922,283608000.0
99.3014,-8774660.0
99.3106,121538000.0
99.3198,-298451000.0
99.329,-259985000.0
99.3381,-42970100.0
99.3473,-140772000.0
99.3565,-81710100.0
99.3657,179962000.0
99.3749,-4275200.0
99.3841,-492591000.0
99.3933,-293087000.0
99.4025,-169723000.0
99.4117,-61762600.0
99.4209,-161886000.0
99.4301,62592000.0
99.4393,-134307000.0
99.4485,-153383000.0
99.4576,-119481000.0
99.4668,-199785000.0
99.476,110413000.0
99.4852,-235000000.0
99.4944,10622000.0
99.5036,-48097300.0
99.5128,151690000.0
99.522,231087000.0
99.5312,139045000.0
99.5404,-213044000.0
99.5496,257075000.0
99.5588,-66785300.0
99.568,179251000.0
99.5771,194190000.0
99.5863,-93142000.0
99.5955,-56373200.0
99.6047,-206530000.0
99.6139,11790300.0
99.6231,-106632000.0
99.6323,-10816500.0
99.6415,-490792000.0
99.6507,-480112000.0
99.6599,-324280000.0
99.6691,-190733000.0
99.6783,38437900.0
99.6875,-27371500.0
99.6967,-174261000.0
99.7058,159803000.0
99.715,480496000.0
99.7242,-10930200.0
99.7334,-97685500.0
99.7426,-352660000.0
99.7518,-623086000.0
99.761,-63635500.0
99.7702,367173000.0
99.7794,291548000.0
99.7886,-751543000.0
99.7978,-274369000.0
99.807,-22360100.0
99.8162,-11090900.0
99.8253,-116283000.0
99.8345,-242542000.0
99.8437,-575592000.0
99.8529,-42128400.0
99.8621,-508497000.0
99.8713,87588900.0
99.8805,131580000.0
99.8897,-298850000.0
99.8989,-421112000.0
99.9081,-356711000.0
99.9173,-338359000.0
99.9265,139014000.0
99.9357,157643000.0
99.9448,84934700.0
99.954,82632700.0
99.9632,115352000.0
99.9724,-8871940.0
99.9816,102875000.0
99.9908,-92293100.0
100.0,-387167000.0
100.009,31886300.0
100.018,-188029000.0
100.028,-46174200.0
100.037,-97292300.0
100.046,81467400.0
100.055,511416000.0
100.064,223865000.0
100.074,71636000.0
100.083,135313000.0
100.092,216775000.0
100.101,388095.0
100.11,-316782000.0
100.12,136202000.0
100.129,93972500.0
100.138,65104900.0
100.147,276452000.0
100.156,145594000.0
100.165,-158743000.0
100.175,181385000.0
100.184,399059000.0
100.193,227521000.0
100.202,-111594000.0
100.211,456445000.0
100.221,91617300.0
100.23,-356771000.0
100.239,-384677000.0
100.248,-375946000.0
100.257,-51819500.0
100.267,329201000.0
100.276,-15874000.0
100.285,80120800.0
100.294,333052000.0
100.303,-24474600.0
100.313,-59278300.0
100.322,-286720.0
100.331,303975000.0
100.34,136530000.0
100.349,-318545000.0
100.359,-194806000.0
100.368,79751200.0
100.377,7209980.0
100.386,118841000.0
100.395,-219876000.0
100.404,82292700.0
100.414,44701700.0
100.423,-141220000.0
100.432,-223294000.0
100.441,-288026000.0
100.45,200230000.0
100.46,-245489000.0
100.469,-144933000.0
100.478,-17753100.0
100.487,31713300.0
100.496,51109900.0
100.506,-60921900.0
100.515,153525000.0
100.524,-74015700.0
100.533,-38857700.0
100.542,189107000.0
100.552,-368725000.0
100.561,-298074000.0
100.57,-167665000.0
100.579,212330000.0
100.588,284555000.0
100.598,-44643300.0
100.607,-382865000.0
100.616,-365901000.0
100.625,-238780000.0
100.634,-223877000.0
100.643,21318700.0
100.653,-94427100.0
100.662,153462000.0
100.671,250543000.0
100.68,-81485800.0
100.689,-139853000.0
100.699,-159200000.0
100.708,6477820.0
100.717,-423348000.0
100.726,-394303000.0
100.735,-266625000.0
100.745,122995000.0
100.754,32472100.0
100.763,-312166000.0
100.772,22907900.0
100.781,13012000.0
100.791,203089000.0
100.8,513386000.0
100.809,-320500000.0
100.818,19424300.0
100.827,130498000.0
100.837,-204363000.0
100.846,-220517000.0
100.855,-731329000.0
100.864,8114180.0
100.873,189362000.0
100.882,93074400.0
100.892,73772000.0
100.901,-328542000.0
100.91,-221655000.0
100.919,45573100.0
100.928,-14813200.0
100.938,-16406500.0
100.947,385091000.0
100.956,109727000.0
100.965,-192705000.0
100.974,54613000.0
100.984,-103945000.0
100.993,26189800.0
101.002,-310233000.0
101.011,-443419000.0
101.02,-192886000.0
101.03,297407000.0
101.039,23779300.0
101.048,345923000.0
101.057,-58784800.0
101.066,364393000.0
101.076,333869000.0
101.085,93787100.0
101.094,126678000.0
101.103,228890000.0
101.112,273769000.0
101.121,-138822000.0
101.131,-194682000.0
101.14,-33909800.0
101.149,-102733000.0
101.158,-211015000.0
101.167,387597000.0
101.177,-106792000.0
101.186,85532700.0
101.195,-79259600.0
101.204,162457000.0
101.213,37308400.0
101.223,227431000.0
101.232,241464000.0
101.241,21247000.0
101.25,-439918000.0
101.259,338616000.0
101.269,13913100.0
101.278,-59325400.0
101.287,44682200.0
101.296,-171805000.0
101.305,113868000.0
101.315,206331000.0
101.324,-88469500.0
101.333,-241879000.0
101.342,-364112000.0
101.351,-23025700.0
101.36,-1474560.0
101.37,-251474000.0
101.379,65518600.0
101.388,172697000.0
101.397,279267000.0
101.406,-145346000.0
101.416,-87446500.0
101.425,207202000.0
101.434,-108774000.0
101.443,-70175700.0
101.452,111133000.0
101.462,127986000.0
101.471,12447700.0
101.48,-318693000.0
101.489,-163353000.0
101.498,281867000.0
101.508,-16998400.0
101.517,106973000.0
101.526,-17100800.0
101.535,-220784000.0
101.544,-177041000.0
101.554,-158477000.0
101.563,-24054800.0
101.572,-92449800.0
101.581,-191109000.0
101.59,-160658000.0
101.599,-244949000.0
101.609,194635000.0
101.618,-53176300.0
101.627,-2396160.0
101.636,-37163000.0
101.645,-23773200.0
101.655,-66245600.0
101.664,-28329000.0
101.673,278265000.0
101.682,162678000.0
101.691,-358007000.0
101.701,179298000.0
101.71,37233700.0
101.719,-158218000.0
101.728,401487000.0
101.737,-66038800.0
101.747,-124794000.0
101.756,-4512770.0
101.765,-374875000.0
101.774,-155446000.0
101.783,192298000.0
101.793,238327000.0
101.802,-75911200.0
101.811,121594000.0
101.82,5198850.0
101.829,73013200.0
101.838,-419102000.0
101.848,302122000.0
101.857,160152000.0
101.866,234153000.0
101.875,181416000.0
101.884,44964900.0
101.894,-320146000.0
101.903,57335800.0
101.912,76470300.0
101.921,-270843000.0
101.93,-518044000.0
101.94,-487912000.0
101.949,-156142000.0
101.958,-133108000.0
101.967,-232042000.0
101.976,-516188000.0
101.986,-347174000.0
101.995,-125651000.0
102.004,-163087000.0
102.013,-115965000.0
102.022,359779000.0
102.032,53289000.0
102.041,23534600.0
102.05,-151101000.0
102.059,163166000.0
102.068,39734300.0
102.077,-230674000.0
102.087,29291500.0
102.096,72404000.0
102.105,-28603400.0
102.114,-65796100.0
102.123,46305300.0
102.133,-93951000.0
102.142,-513705000.0
102.151,-801849000.0
102.16,-353193000.0
102.169,177627000.0
102.179,-93293600.0
102.188,-102256000.0
102.197,87345200.0
102.206,-230139000.0
102.215,74034200.0
102.225,-131552000.0
102.234,127571000.0
102.243,385784000.0
102.252,445510000.0
102.261,70343700.0
102.271,281713000.0
102.28,70579200.0
102.289,259839000.0
102.298,188862000.0
102.307,99725300.0
102.316,-254253000.0
102.326,74693600.0
102.335,111463000.0
102.344,-255698000.0
102.353,-65240100.0
102.362,15245300.0
102.372,-1603580.0
102.381,141828000.0
102.39,199078000.0
102.399,30251000.0
102.408,-94164000.0
102.418,-180529000.0
102.427,263451000.0
102.436,113069000.0
102.445,-86230000.0
102.454,-202035000.0
102.464,380549000.0
102.473,-206207000.0
102.482,65211400.0
102.491,263139000.0
102.5,115406000.0
102.51,-72227800.0
102.519,64833500.0
102.528,-83504100.0
102.537,-137755000.0
102.546,-379194000.0
102.555,-483569000.0
102.565,48835600.0
102.574,158717000.0
102.583,-104223000.0
102.592,-167638000.0
102.601,32028700.0
102.611,-106316000.0
102.62,-148641000.0
102.629,-368694000.0
102.638,-426096000.0
102.647,-357973000.0
102.657,91910100.0
102.666,78665700.0
102.675,-195885000.0
102.684,138010000.0
102.693,-173210000.0
102.703,-27663400.0
102.712,-350657000.0
102.721,-165500000.0
102.73,233696000.0
102.739,-329418000.0
102.749,120789000.0
102.758,287528000.0
102.767,89865200.0
102.776,419913000.0
102.785,136100000.0
102.794,-128169000.0
102.804,229175000.0
102.813,75613200.0
102.822,509961000.0
102.831,102218000.0
102.84,-229420000.0
102.85,-47865900.0
102.859,-269036000.0
102.868,-129373000.0
102.877,48255000.0
102.886,-268052000.0
102.896,-199706000.0
102.905,218135000.0
102.914,52872200.0
102.923,542626000.0
102.932,190999000.0
102.942,327892000.0
102.951,71151600.0
102.96,4025340.0
102.969,47168500.0
102.978,135705000.0
102.988,53531600.0
102.997,167977000.0
103.006,37588000.0
103.015,216237000.0
103.024,135687000.0
103.034,-101259000.0
103.043,-748544.0
103.052,-98544600.0
103.061,6720510.0
103.07,-210775000.0
103.079,-300819000.0
103.089,-371954000.0
103.098,-231443000.0
103.107,-455242000.0
103.116,-190769000.0
103.125,-37030900.0
103.135,218906000.0
103.144,178435000.0
103.153,37492700.0
103.162,-208898000.0
103.171,-107134000.0
103.181,-131805000.0
103.19,51610600.0
103.199,148959000.0
103.208,-83996700.0
103.217,197836000.0
103.227,-94532600.0
103.236,1062910.0
103.245,-451414000.0
103.254,-507918000.0
103.263,-475517000.0
103.273,-528246000.0
103.282,-354582000.0
103.291,91599900.0
103.3,306728000.0
103.309,-79951900.0
103.318,-176968000.0
103.328,-551924000.0
103.337,-239369000.0
103.346,-55520300.0
103.355,-289033000.0
103.364,-21898200.0
103.374,-172516000.0
103.383,-123229000.0
103.392,-44788700.0
103.401,-50744300.0
103.41,77401100.0
103.42,-321673000.0
103.429,-27075600.0
103.438,-327197000.0
103.447,-284724000.0
103.456,-146647000.0
103.466,-164379000.0
103.475,-317532000.0
103.484,-424829000.0
103.493,-4461570.0
103.502,2222080.0
103.512,334320000.0
103.521,192455000.0
103.53,377630000.0
103.539,105157000.0
103.548,161130000.0
103.557,108835000.0
103.567,320620000.0
103.576,499488000.0
103.585,58138600.0
103.594,-28235800.0
103.603,-320540000.0
103.613,-108370000.0
103.622,-335545000.0
103.631,-226040000.0
103.64,-17624100.0
103.649,88739800.0
103.659,150218000.0
103.668,-105948000.0
103.677,301302000.0
103.686,449579000.0
103.695,152284000.0
103.705,-176749000.0
103.714,-102006000.0
103.723,-152903000.0
103.732,49284100.0
103.741,-259779000.0
103.751,-403882000.0
103.76,-300519000.0
103.769,350672000.0
103.778,123871000.0
103.787,399304000.0
103.796,-199064000.0
103.806,-227325000.0
103.815,209969000.0
103.824,203375000.0
103.833,-62692400.0
103.842,-71452700.0
103.852,163501000.0
103.861,133800000.0
103.87,-91782100.0
103.879,98336800.0
103.888,28576800.0
103.898,180348000.0
103.907,446648000.0
103.916,336050000.0
103.925,-324340000.0
103.934,-200845000.0
103.944,-183816000.0
103.953,-179574000.0
103.962,-392003000.0
103.971,-260201000.0
103.98,-120864000.0
103.99,-278414000.0
103.999,-22231000.0
104.008,-109863000.0
104.017,47534100.0
104.026,49206300.0
104.035,-288977000.0
104.045,16047100.0
104.054,32150500.0
104.063,-248084000.0
104.072,-417882000.0
104.081,-33139700.0
104.091,-95852500.0
104.1,1961980.0
104.109,-330513000.0
104.118,-578753000.0
104.127,-269359000.0
104.137,412791000.0
104.146,240047000.0
104.155,-172695000.0
104.164,-117769000.0
104.173,-112988000.0
104.183,70196200.0
104.192,97471500.0
104.201,233361000.0
104.21,281653000.0
104.219,502686000.0
104.229,272976000.0
104.238,-211039000.0
104.247,-74875900.0
104.256,57991200.0
104.265,100321000.0
104.274,-67703800.0
104.284,-139264.0
104.293,201523000.0
104.302,20491300.0
104.311,153829000.0
104.32,-72529900.0
104.33,129298000.0
104.339,-84460500.0
104.348,246331000.0
104.357,309220000.0
104.366,428932000.0
104.376,377724000.0
104.385,-48669700.0
104.394,-157310000.0
104.403,412388000.0
104.412,433309000.0
104.422,443099000.0
104.431,382493000.0
104.44,157415000.0
104.449,-220291000.0
104.458,83572700.0
104.468,163509000.0
104.477,-125849000.0
104.486,5170180.0
104.495,83007500.0
104.504,-346949000.0
104.513,-204720000.0
104.523,-326403000.0
104.532,-127128000.0
104.541,-166342000.0
104.55,174276000.0
104.559,226562000.0
104.569,150455000.0
104.578,-364032000.0
104.587,-158498000.0
104.596,-5941250.0
104.605,473534000.0
104.615,-114017000.0
104.624,7783420.0
104.633,356057000.0
104.642,75486200.0
104.651,43498500.0
104.661,-297873000.0
104.67,-363193000.0
104.679,-396926000.0
104.688,-235307000.0
104.697,-479909000.0
104.707,-772994000.0
104.716,-191795000.0
104.725,-68029400.0
104.734,-36643800.0
104.743,-206128000.0
104.752,-505936000.0
104.762,-185501000.0
104.771,91735000.0
104.78,214356000.0
104.789,-114092000.0
104.798,-404869000.0
104.808,-138846000.0
104.817,252403000.0
104.826,277861000.0
104.835,-222095000.0
104.844,-84878300.0
104.854,-52624400.0
104.863,-241990000.0
104.872,236488000.0
104.881,257559000.0
104.89,-35071000.0
104.9,-282131000.0
104.909,-62585900.0
104.918,72540200.0
104.927,243394000.0
104.936,37883900.0
104.946,-28869600.0
104.955,-222817000.0
104.964,-233869000.0
104.973,-305179000.0
104.982,234709000.0
104.991,15468500.0
105.001,282792000.0
105.01,-138545000.0
105.019,42916900.0
105.028,183359000.0
105.037,70659100.0
105.047,-195903000.0
105.056,-278916000.0
105.065,-126580000.0
105.074,-312889000.0
105.083,-377628000.0
105.093,-226789000.0
105.102,21073900.0
105.111,-162802000.0
105.12,-244701000.0
105.129,-141980000.0
105.139,-111850000.0
105.148,45089800.0
105.157,296292000.0
105.166,220791000.0
105.175,26102800.0
105.185,463654000.0
105.194,198409000.0
105.203,97492000.0
105.212,495469000.0
105.221,388742000.0
105.23,-340945000.0
105.24,131063000.0
105.249,450505000.0
105.258,58247200.0
105.267,-85963800.0
105.276,-242864000.0
105.286,-58931200.0
105.295,107742000.0
105.304,-161017000.0
105.313,-50850800.0
105.322,-352034000.0
105.332,73412600.0
105.341,172668000.0
105.35,-32295900.0
105.359,233522000.0
105.368,-163301000.0
105.378,-100559000.0
105.387,488236000.0
105.396,99877900.0
105.405,363276000.0
105.414,-128194000.0
105.424,70066200.0
105.433,-203027000.0
105.442,-159285000.0
105.451,-23625700.0
105.46,-324440000.0
105.469,285834000.0
105.479,168888000.0
105.488,101464000.0
105.497,310655000.0
105.506,97146900.0
105.515,23460900.0
105.525,99526700.0
105.534,146664000.0
105.543,-44118000.0
105.552,183142000.0
105.561,302808000.0
105.571,-141063000.0
105.58,31071200.0
105.589,174274000.0
105.598,366542000.0
105.607,187368000.0
105.617,294103000.0
105.626,100719000.0
105.635,-150538000.0
105.644,80266200.0
105.653,-49774600.0
105.663,182630000.0
105.672,-377386000.0
105.681,227126000.0
105.69,202188000.0
105.699,-77119500.0
105.708,-7698430.0
105.718,103076000.0
105.727,35900400.0
105.736,-29676500.0
105.745,-9430020.0
105.754,152105000.0
105.764,-214426000.0
105.773,-244976000.0
105.782,37846000.0
105.791,98831400.0
105.8,142327000.0
105.81,329456000.0
105.819,323341000.0
105.828,214380000.0
105.837,8465410.0
105.846,385648000.0
105.856,26845200.0
105.865,241827000.0
105.874,37226500.0
105.883,24259600.0
105.892,54496300.0
105.902,110166000.0
105.911,-374973000.0
105.92,-502967000.0
105.929,-18810900.0
105.938,-5656580.0
105.947,7036930.0
105.957,-8531970.0
105.966,-122263000.0
105.975,496817000.0
105.984,323799000.0
105.993,-357981000.0
106.003,391620000.0
106.012,157755000.0
106.021,60400600.0
106.03,-174794000.0
106.039,-137449000.0
106.049,-154154000.0
106.058,-166163000.0
106.067,-438655000.0
106.076,-174478000.0
106.085,-222437000.0
106.095,111414000.0
106.104,194971000.0
106.113,134301000.0
106.122,470820000.0
106.131,298106000.0
106.141,-405547000.0
106.15,-204892000.0
106.159,40833000.0
106.168,172593000.0
106.177,112657000.0
106.187,-83726300.0
106.196,-22353900.0
106.205,-381842000.0
106.214,73204700.0
106.223,-31523800.0
106.232,109502000.0
106.242,359069000.0
106.251,249162000.0
106.26,-299094000.0
106.269,-259975000.0
106.278,65278000.0
106.288,-39907300.0
106.297,-63682600.0
106.306,185297000.0
106.315,-86532100.0
106.324,-38627300.0
106.334,-179209000.0
106.343,183558000.0
106.352,325121000.0
106.361,270235000.0
106.37,43376600.0
106.38,-38718500.0
106.389,543463000.0
106.398,396098000.0
106.407,306254000.0
106.416,-37615600.0
106.426,370171000.0
106.435,-136702000.0
106.444,327565000.0
106.453,290597000.0
106.462,-23757800.0
106.471,236385000.0
106.481,-115506000.0
106.49,155113000.0
106.499,26183700.0
106.508,31883300.0
106.517,15936500.0
106.527,161622000.0
106.536,152018000.0
106.545,-169713000.0
106.554,-145514000.0
106.563,-354051000.0
106.573,17130500.0
106.582,-21740500.0
106.591,-30006300.0
106.6,-4936700.0
106.609,377034000.0
106.619,-314392000.0
106.628,-113546000.0
106.637,-128014000.0
106.646,533255000.0
106.655,149495000.0
106.665,165915000.0
106.674,475133000.0
106.683,279230000.0
106.692,102446000.0
106.701,-355503000.0
106.71,-191484000.0
106.72,-281527000.0
106.729,72427500.0
106.738,-397875000.0
106.747,-203781000.0
106.756,-282199000.0
106.766,-12987400.0
106.775,-59852800.0
106.784,509166000.0
106.793,128577000.0
106.802,81097700.0
106.812,432395000.0
106.821,653686000.0
106.83,1477680000.0
106.839,3213890000.0
106.848,4051360000.0
106.858,5911820000.0
106.867,2040840000.0
106.876,363630000.0
106.885,447114000.0
106.894,783700000.0
106.904,908331000.0
106.913,1020340000.0
106.922,1713320000.0
106.931,4578460000.0
106.94,7405700000.0
106.949,9715280000.0
106.959,5018990000.0
106.968,1761790000.0
106.977,1112960000.0
106.986,890425000.0
106.995,750157000.0
107.005,756591000.0
107.014,1408540000.0
107.023,2452240000.0
107.032,4262010000.0
107.041,5569110000.0
107.051,7019780000.0
107.06,7296660000.0
107.069,11009200000.0
107.078,14606000000.0
107.087,12081700000.0
107.097,3763340000.0
107.106,2014670000.0
107.115,1941030000.0
107.124,2135680000.0
107.133,2062940000.0
107.143,2817350000.0
107.152,7784380000.0
107.161,18104100000.0
107.17,24769000000.0
107.179,33407700000.0
107.188,8494700000.0
107.198,2894960000.0
107.207,1714190000.0
107.216,1700540000.0
107.225,1888600000.0
107.234,1595400000.0
107.244,2697870000.0
107.253,7802780000.0
107.262,12286300000.0
107.271,16741300000.0
107.28,10470700000.0
107.29,10043400000.0
107.299,12880400000.0
107.308,16838300000.0
107.317,5699560000.0
107.326,2247650000.0
107.336,1536550000.0
107.345,1597610000.0
107.354,1722400000.0
107.363,2524400000.0
107.372,4390900000.0
107.382,12293700000.0
107.391,20646500000.0
107.4,28122100000.0
107.409,22031500000.0
107.418,5526560000.0
107.427,2207860000.0
107.437,1728500000.0
107.446,1800150000.0
107.455,1727580000.0
107.464,1892850000.0
107.473,3904010000.0
107.483,9360900000.0
107.492,12972200000.0
107.501,17271200000.0
107.51,5825240000.0
107.519,4565080000.0
107.529,5194770000.0
107.538,5604700000.0
107.547,1696020000.0
107.556,660229000.0
107.565,519122000.0
107.575,582988000.0
107.584,727219000.0
107.593,674826000.0
107.602,1979840000.0
107.611,5455600000.0
107.621,7797280000.0
107.63,11288600000.0
107.639,3640900000.0
107.648,1125830000.0
107.657,667886000.0
107.666,335592000.0
107.676,390689000.0
107.685,113662000.0
107.694,796792000.0
107.703,2278640000.0
107.712,3672100000.0
107.722,4397140000.0
107.731,3351810000.0
107.74,727299000.0
107.749,297009000.0
107.758,192720000.0
107.768,-246536000.0
107.777,216958000.0
107.786,292723000.0
107.795,-39369700.0
107.804,258856000.0
107.814,183126000.0
107.823,-21954600.0
107.832,297469000.0
107.841,279441000.0
107.85,21262300.0
107.86,-101749000.0
107.869,97086500.0
107.878,-55793700.0
107.887,-181494000.0
107.896,110743000.0
107.905,-339068000.0
107.915,107810000.0
107.924,322017000.0
107.933,-116734000.0
107.942,65241100.0
107.951,-320541000.0
107.961,-223448000.0
107.97,-311950000.0
107.979,-217396000.0
107.988,-265042000.0
107.997,-469176000.0
108.007,-213665000.0
108.016,192359000.0
108.025,-215405000.0
108.034,-277504.0
108.043,-26350600.0
108.053,37105700.0
108.062,284485000.0
108.071,-11570200.0
108.08,115686000.0
108.089,123854000.0
108.099,190675000.0
108.108,95663100.0
108.117,203996000.0
108.126,148408000.0
108.135,99957800.0
108.144,-66184200.0
108.154,267233000.0
108.163,-171915000.0
108.172,-242292000.0
108.181,16222200.0
108.19,24638500.0
108.2,-826368.0
108.209,-170495000.0
108.218,60484600.0
108.227,-89323500.0
108.236,-27014100.0
108.246,-308823000.0
108.255,-406448000.0
108.264,-219370000.0
108.273,-238801000.0
108.282,-338627000.0
108.292,-249974000.0
108.301,-518755000.0
108.31,-262938000.0
108.319,239774000.0
108.328,-112477000.0
108.338,-226742000.0
108.347,-281455000.0
108.356,-197757000.0
108.365,83268600.0
108.374,55213100.0
108.383,240344000.0
108.393,-252046000.0
108.402,-367151000.0
108.411,148590000.0
108.42,-52646900.0
108.429,-192467000.0
108.439,-68550700.0
108.448,-400255000.0
108.457,-600963000.0
108.466,-237540000.0
108.475,-234291000.0
108.485,4514820.0
108.494,426585000.0
108.503,-138627000.0
108.512,91090900.0
108.521,266982000.0
108.531,-358400000.0
108.54,-247293000.0
108.549,168088000.0
108.558,23894000.0
108.567,134960000.0
108.577,80363500.0
108.586,172525000.0
108.595,-270544000.0
108.604,-590497000.0
108.613,-596650000.0
108.622,-117065000.0
108.632,47975400.0
108.641,-65217500.0
108.65,-67485700.0
108.659,-265968000.0
108.668,-452933000.0
108.678,-169228000.0
108.687,-170182000.0
108.696,-226210000.0
108.705,6900740.0
108.714,194507000.0
108.724,-57548800.0
108.733,-293360000.0
108.742,19501100.0
108.751,155093000.0
108.76,-202976000.0
108.77,-321368000.0
108.779,-49351700.0
108.788,-66326500.0
108.797,-21361700.0
108.806,-371980000.0
108.816,-140942000.0
108.825,468078000.0
108.834,268648000.0
108.843,129437000.0
108.852,-310627000.0
108.861,-135905000.0
108.871,386552000.0
108.88,85760000.0
108.889,-147006000.0
108.898,50320400.0
108.907,78132200.0
108.917,144636000.0
108.926,-27137000.0
108.935,9075710.0
108.944,211874000.0
108.953,-137129000.0
108.963,-243603000.0
108.972,71469100.0
108.981,-65710100.0
108.99,114467000.0
108.999,-100105000.0
109.009,4192260.0
109.018,-421888.0
109.027,-162377000.0
109.036,-34882600.0
109.045,-28810200.0
109.055,-4249600.0
109.064,103566000.0
109.073,-150248000.0
109.082,68253700.0
109.091,46578700.0
109.101,-99051500.0
109.11,-69625900.0
109.119,-141107000.0
109.128,-33466400.0
109.137,-207873.0
109.146,-228403000.0
109.156,-244808000.0
109.165,15522800.0
109.174,142311000.0
109.183,470489000.0
109.192,-36222000.0
109.202,87540700.0
109.211,294194000.0
109.22,-81872900.0
109.229,-102777000.0
109.238,74303500.0
109.248,-34328600.0
109.257,285959000.0
109.266,95206400.0
109.275,-73282600.0
109.284,-285721000.0
109.294,136437000.0
109.303,-261552000.0
109.312,-189586000.0
109.321,-302743000.0
109.33,-114914000.0
109.34,246919000.0
109.349,-366530000.0
109.358,-91073500.0
109.367,11761700.0
109.376,-188754000.0
109.385,-101958000.0
109.395,106079000.0
109.404,130853000.0
109.413,-283484000.0
109.422,-167538000.0
109.431,-145828000.0
109.441,-210532000.0
109.45,-610817000.0
109.459,-245248000.0
109.468,-100888000.0
109.477,-142382000.0
109.487,-46323700.0
109.496,120505000.0
109.505,417462000.0
109.514,38834200.0
109.523,155353000.0
109.533,-151129000.0
109.542,166202000.0
109.551,-232312000.0
109.56,76419100.0
109.569,-1686530.0
109.579,101669000.0
109.588,252218000.0
109.597,119183000.0
109.606,-467126000.0
109.615,-330583000.0
109.624,-420241000.0
109.634,-63943700.0
109.643,-470561000.0
109.652,139315000.0
109.661,-88176600.0
109.67,-65900500.0
109.68,-79086600.0
109.689,-158018000.0
109.698,143500000.0
109.707,238338000.0
109.716,226001000.0
109.726,-46206000.0
109.735,13721600.0
109.744,172485000.0
109.753,-87443500.0
109.762,135942000.0
109.772,217043000.0
109.781,-322410000.0
109.79,83335200.0
109.799,-308139000.0
109.808,-166774000.0
109.818,55777300.0
109.827,101334000.0
109.836,3416060.0
109.845,157840000.0
109.854,-127276000.0
109.863,-58386400.0
109.873,-128052000.0
109.882,296715000.0
109.891,118180000.0
109.9,-79786000.0
109.909,-120489000.0
109.919,-245659000.0
109.928,-202168000.0
109.937,-252179000.0
109.946,-21887000.0
109.955,-79470600.0
109.965,-125057000.0
109.974,334130000.0
109.983,540818000.0
109.992,110262000.0
110.001,93108200.0
110.011,-24110100.0
110.02,-70959100.0
110.029,18918400.0
110.038,-234085000.0
110.047,60525600.0
110.057,170943000.0
110.066,292550000.0
110.075,-103590000.0
110.084,-199038000.0
110.093,245756000.0
110.102,223162000.0
110.112,283282000.0
110.121,241875000.0
110.13,582889000.0
110.139,468268000.0
110.148,-51564500.0
110.158,121627000.0
110.167,-80499700.0
110.176,-223293000.0
110.185,-270516000.0
110.194,41014300.0
110.204,-35196900.0
110.213,-191546000.0
110.222,-79436800.0
110.231,400165000.0
110.24,223687000.0
110.25,-166836000.0
110.259,123234000.0
110.268,-182359000.0
110.277,216503000.0
110.286,22481900.0
110.296,-112484000.0
110.305,-180412000.0
110.314,-135088000.0
110.323,308724000.0
110.332,188204000.0
110.341,603655000.0
110.351,366549000.0
110.36,228207000.0
110.369,-297863000.0
